TRANSACTION_ID,AMOUNT,TRANSACTION_DATE,REMARKS,TO_ACC,FROM_ACC
477,2694,2024-06-15,Hot Choc Vending,934,634
478,4441,2023-09-26,"Vinegar - Balsamic, White",251,667
479,3581,2024-05-07,Lemon Tarts,366,807
480,7617,2023-07-04,Soup - Campbells Chili Veg,581,974
481,8036,2024-05-18,"Cheese - Woolwich Goat, Log",292,464
482,5948,2024-04-26,"Asparagus - White, Canned",13,415
483,2305,2023-11-23,Bread - Pain Au Liat X12,41,721
484,2660,2024-06-03,"Pepper - White, Whole",746,858
485,9159,2023-10-15,Corn Kernels - Frozen,80,321
486,3683,2023-06-25,Sauce - Cranberry,939,176
487,5918,2024-01-25,Beer - Paulaner Hefeweisse,665,541
488,1980,2023-08-05,Bar - Sweet And Salty Chocolate,232,727
489,2411,2023-07-10,External Supplier,756,913
490,9184,2023-10-07,"Sauce - Gravy, Au Jus, Mix",169,728
491,8457,2023-12-31,"Split Peas - Green, Dry",578,645
492,6424,2024-02-28,The Pop Shoppe Pinapple,594,40
493,6784,2023-08-16,Snapple Raspberry Tea,472,844
494,6045,2023-07-05,Beef - Ox Tongue,632,360
495,7421,2024-02-05,"Trout - Rainbow, Fresh",788,584
496,8361,2023-08-16,"Bread - Rolls, Corn",351,861
497,2082,2024-03-21,Vaccum Bag - 14x20,285,627
498,5900,2024-06-10,Bouillion - Fish,309,229
499,4891,2023-07-11,Sobe - Orange Carrot,371,916
500,1920,2023-10-19,"Club Soda - Schweppes, 355 Ml",76,967
501,8274,2023-08-24,Energy Drink - Franks Original,539,775
502,6294,2024-05-15,Peppercorns - Pink,417,585
503,3195,2023-11-24,Veal - Provimi Inside,904,623
504,5513,2023-10-30,Venison - Ground,582,356
505,2205,2023-09-12,Puree - Passion Fruit,58,840
506,5010,2024-01-01,Flour Dark Rye,741,540
507,1283,2023-11-17,Tuna - Salad Premix,97,167
508,2961,2023-10-22,Wooden Mop Handle,815,707
509,5135,2024-03-09,Pork Ham Prager,858,58
510,5761,2024-02-29,Cheese - Blue,449,104
511,8315,2024-03-16,Paste - Black Olive,360,984
512,5010,2024-06-13,Jolt Cola - Red Eye,77,79
513,9045,2023-09-09,Carbonated Water - Blackcherry,33,749
514,5092,2023-10-19,Yoplait Drink,551,387
515,2899,2024-05-14,Cheese - Roquefort Pappillon,87,37
516,1034,2023-10-25,Water - Spring Water 500ml,71,129
517,5570,2024-02-01,Cheese - St. Paulin,297,947
518,9854,2024-02-25,Island Oasis - Wildberry,948,189
519,7069,2023-07-19,Juice Peach Nectar,940,525
520,2468,2023-12-05,Tuna - Fresh,346,204
521,1260,2023-11-19,Cleaner - Bleach,367,59
522,7841,2024-06-14,Whmis Spray Bottle Graduated,112,512
523,3500,2024-03-31,"Cheese - Cheddar, Old White",191,489
524,6630,2023-07-10,Wine - Chablis 2003 Champs,805,221
525,2959,2024-05-08,Lettuce - California Mix,216,540
526,9535,2024-02-01,Bar Energy Chocchip,156,268
527,7732,2024-03-01,Kippers - Smoked,238,791
528,9862,2023-11-12,"Yogurt - Blueberry, 175 Gr",336,9
529,6301,2023-11-26,"Wine - Red, Cabernet Sauvignon",308,264
530,1154,2024-04-11,Nantucket - Kiwi Berry Cktl.,84,566
531,8543,2023-09-18,Chocolate - Unsweetened,104,43
532,1940,2023-10-09,"Veal - Shank, Pieces",625,642
533,9662,2023-09-06,Squid U5 - Thailand,667,228
534,1564,2024-01-12,Olives - Nicoise,84,12
535,9183,2024-05-15,Compound - Strawberry,766,36
536,6485,2024-02-15,Rabbit - Legs,451,243
537,8180,2024-03-11,Passion Fruit,758,686
538,5103,2023-07-08,"Jam - Strawberry, 20 Ml Jar",589,682
539,7982,2024-06-06,Dawn Professionl Pot And Pan,834,498
540,8514,2023-10-12,"Beans - Black Bean, Preserved",50,633
541,2387,2024-02-12,Liners - Baking Cups,968,297
542,3726,2024-02-05,Olives - Nicoise,440,234
543,4194,2023-07-19,Propel Sport Drink,530,375
544,8916,2024-04-06,Langers - Ruby Red Grapfruit,618,272
545,8851,2024-01-18,Sole - Iqf,268,659
546,5792,2023-06-27,Mace Ground,714,356
547,5497,2024-05-01,"Beef - Tenderlion, Center Cut",742,880
548,2207,2024-01-21,Longos - Grilled Salmon With Bbq,630,414
549,5442,2024-06-12,Lettuce - Baby Salad Greens,424,760
550,1081,2024-01-27,"Beef - Rouladin, Sliced",107,21
551,3247,2024-03-25,"Carrots - Purple, Organic",504,41
552,6672,2023-10-08,Fondant - Icing,550,79
553,3608,2023-09-11,Sauce - Rosee,158,39
554,2081,2024-01-11,Juice - Propel Sport,161,798
555,8424,2023-11-13,Longos - Lasagna Veg,39,651
556,4297,2023-12-21,Bread Base - Italian,462,578
557,1432,2024-06-20,"Schnappes - Peach, Walkers",850,789
558,1236,2024-02-23,Flour - Teff,851,403
559,6108,2023-08-15,"Soup - Campbells, Classic Chix",938,375
560,6083,2023-11-11,Pastry - French Mini Assorted,650,144
561,2458,2023-07-22,"Veal - Insides, Grains",508,517
562,4344,2024-05-16,Olives - Kalamata,543,473
563,2702,2024-03-18,Cookie Dough - Chocolate Chip,453,36
564,8469,2023-07-27,Energy - Boo - Koo,249,835
565,7792,2024-01-23,"Oil - Shortening,liqud, Fry",108,540
566,7083,2023-07-17,Papadam,608,94
567,9202,2024-01-21,"Salmon - Atlantic, Fresh, Whole",343,777
568,6505,2023-12-09,Oil - Pumpkinseed,687,296
569,3237,2023-09-12,"Soup - Campbells, Lentil",499,912
570,5341,2023-07-28,Pimento - Canned,571,695
571,1382,2024-02-26,"Juice - Tomato, 10 Oz",743,454
572,3186,2023-09-05,Longos - Grilled Salmon With Bbq,282,612
573,9853,2023-07-22,"Marjoram - Dried, Rubbed",753,660
574,3688,2023-08-22,Lid Coffee Cup 8oz Blk,536,840
575,9978,2023-09-29,Bread - Frozen Basket Variety,996,253
576,4079,2023-12-01,"Ecolab - Orange Frc, Cleaner",830,531
577,6883,2024-06-01,Water - Tonic,938,963
578,6847,2023-12-11,Wine - Vineland Estate Semi - Dry,359,479
579,4683,2024-03-24,"Basil - Primerba, Paste",534,216
580,7848,2023-08-03,"Asparagus - White, Canned",352,628
581,8996,2023-11-28,Kumquat,87,391
582,9924,2023-07-28,Mustard - Dijon,686,637
583,9507,2023-10-02,Tea - English Breakfast,655,617
584,4669,2023-09-30,Tobasco Sauce,658,932
585,3218,2024-03-09,Bread Country Roll,576,185
586,5468,2024-04-25,Juice - Apple 284ml,869,274
587,9811,2023-12-02,Soup - Campbells Asian Noodle,34,614
588,7993,2024-03-08,Hand Towel,853,348
589,9174,2024-03-06,Spice - Greek 1 Step,351,459
590,2200,2023-08-13,Turkey Leg With Drum And Thigh,986,827
591,6463,2024-04-11,Tomato - Tricolor Cherry,58,476
592,9813,2024-01-12,"Mushroom - Shitake, Dry",506,108
593,1691,2023-10-15,Beets - Golden,131,435
594,7039,2023-07-01,"Seedlings - Buckwheat, Organic",179,829
595,9830,2024-05-10,Lemonade - Pineapple Passion,667,618
596,8570,2024-05-11,Sage - Rubbed,500,597
597,8099,2024-06-15,"Pork - Ham, Virginia",522,483
598,4999,2024-04-26,Cheese - Brie,362,220
599,8139,2023-09-28,Pastry - Apple Large,786,128
600,7558,2023-09-15,Sauce - Oyster,15,792
601,7644,2023-08-03,Relish,46,128
602,2652,2024-05-04,Petite Baguette,439,79
603,8218,2024-06-10,"Wine - Niagara,vqa Reisling",668,394
604,6366,2024-04-29,Wonton Wrappers,659,359
605,5145,2024-01-23,Spinach - Frozen,879,954
606,8705,2023-11-26,Pasta - Orecchiette,688,684
607,6622,2023-11-22,Water - Green Tea Refresher,261,577
608,7816,2024-02-20,Bread - Italian Roll With Herbs,410,116
609,2214,2024-01-23,"Beef - Ground, Extra Lean, Fresh",692,224
610,3982,2024-06-24,Oil - Sesame,330,781
611,5261,2024-04-07,Wheat - Soft Kernal Of Wheat,663,613
612,8517,2024-06-16,Kirsch - Schloss,798,377
613,7793,2023-08-09,"Pasta - Penne Primavera, Single",853,461
614,1829,2023-10-13,Table Cloth 62x114 White,737,972
615,4125,2023-07-12,"Bread - Sticks, Thin, Plain",538,130
616,6647,2023-12-29,Beef - Ox Tongue,517,272
617,2155,2024-04-28,Eel - Smoked,83,324
618,5255,2023-12-22,Bread - Pumpernickel,725,655
619,7122,2024-01-23,Mikes Hard Lemonade,650,680
620,8975,2024-04-24,Lighter - Bbq,467,478
621,8298,2024-06-05,"Wine - White, Chardonnay",553,648
622,4336,2024-01-16,"Soup - French Onion, Dry",717,459
623,4391,2024-03-28,Cake - Dulce De Leche,604,728
624,8587,2024-04-17,Mussels - Cultivated,899,985
625,9220,2023-07-31,Shrimp - Prawn,372,601
626,1646,2023-10-24,Mangoes,786,538
627,4216,2024-05-09,"Napkin - Dinner, White",723,258
628,3299,2023-07-04,"Cheese - Havarti, Roasted Garlic",479,816
629,4077,2024-05-05,Energy Drink - Franks Pineapple,792,139
630,3688,2024-06-02,Tobasco Sauce,793,326
631,2634,2024-04-08,Soup - French Onion,135,13
632,8893,2023-10-03,Snapple Raspberry Tea,896,636
633,1182,2024-01-02,Capers - Pickled,249,899
634,6835,2023-12-30,Wine - Gato Negro Cabernet,15,6
635,7771,2024-05-18,Kahlua,108,907
636,5695,2023-07-12,Fennel,114,603
637,7409,2023-07-17,Apple - Royal Gala,66,304
638,7920,2024-03-18,Lemonade - Pineapple Passion,700,598
639,7491,2024-05-14,Carbonated Water - Cherry,212,353
640,3661,2023-09-06,Salmon - Sockeye Raw,450,269
641,6967,2024-05-10,Anchovy Paste - 56 G Tube,904,209
642,2704,2024-02-07,Mint - Fresh,223,278
643,5692,2024-01-16,Longos - Cheese Tortellini,807,976
644,6118,2024-01-17,Oil - Olive Bertolli,741,686
645,6614,2024-02-24,Soup - Cream Of Broccoli,730,410
646,3643,2023-09-14,Everfresh Products,887,863
647,8665,2024-06-16,Canadian Emmenthal,364,399
648,9994,2023-10-22,Bread Ww Cluster,141,671
649,6165,2023-09-14,Oil - Grapeseed Oil,264,782
650,3989,2023-08-12,"Bread - Roll, Canadian Dinner",111,451
651,1664,2024-04-10,"Juice - Apple, 500 Ml",247,403
652,2482,2024-05-17,Nut - Pumpkin Seeds,639,347
653,7610,2024-05-19,Wasabi Paste,298,159
654,3445,2023-08-28,Cornish Hen,625,710
655,8728,2024-04-19,Pasta - Agnolotti - Butternut,390,65
656,8632,2024-01-28,Sugar - Palm,464,982
657,8322,2024-05-27,"Beef - Tenderlion, Center Cut",993,143
658,4473,2023-11-28,Lid - 3oz Med Rec,100,12
659,1038,2023-10-04,Beer - Moosehead,733,238
660,4653,2024-06-10,Pork - Side Ribs,658,377
661,5494,2024-03-14,Wine - Niagara Peninsula Vqa,950,88
662,3176,2024-04-14,Daves Island Stinger,942,692
663,8663,2023-10-28,"Cheese - Romano, Grated",437,755
664,1568,2023-08-23,Kiwano,356,310
665,4158,2023-09-13,Soup - Campbells Chicken,332,189
666,2896,2023-10-02,Onion Powder,990,903
667,8663,2023-08-09,"Wine - White, Cooking",210,522
668,2334,2024-06-22,Hipnotiq Liquor,198,743
669,2116,2023-07-31,Longos - Grilled Salmon With Bbq,455,982
670,6434,2024-03-19,Bread Crumbs - Japanese Style,69,185
671,8645,2023-08-11,Wine - Pinot Noir Mondavi Coastal,309,590
672,6501,2024-02-10,"Stock - Veal, Brown",725,133
673,2879,2023-09-13,Truffle Shells - Semi - Sweet,561,91
674,1363,2024-03-05,"Star Anise, Whole",937,181
675,9211,2023-07-04,"Beef - Tenderlion, Center Cut",739,960
676,9936,2023-10-19,Tumeric,122,19
677,3944,2023-12-20,Goldschalger,506,553
678,6836,2023-10-22,Puree - Kiwi,590,44
679,4042,2023-09-25,Banana Turning,123,615
680,6690,2023-08-09,Lidsoupcont Rp12dn,272,658
681,2572,2023-12-10,Taro Root,967,217
682,7965,2024-04-05,Pepper - Cubanelle,226,720
683,5109,2023-11-30,Pork - Backfat,529,728
684,7080,2024-04-03,Syrup - Monin - Granny Smith,670,678
685,4170,2024-06-18,Wine - Alicanca Vinho Verde,196,868
686,8417,2024-06-18,Muffin Carrot - Individual,950,932
687,4774,2023-08-22,Rice - Brown,268,945
688,8839,2023-10-03,Bread - Dark Rye,839,316
689,5806,2024-05-02,"Dill - Primerba, Paste",623,444
690,2914,2024-03-23,Vinegar - Rice,627,849
691,4584,2023-10-31,Pepper - Chili Powder,604,65
692,2603,2024-01-12,Beets - Pickled,958,708
693,6744,2024-05-11,Pear - Halves,824,46
694,9357,2023-09-10,Versatainer Nc - 8288,401,12
695,7911,2024-04-20,Chutney Sauce,927,242
696,5261,2023-09-28,"Pork - Ham, Virginia",562,345
697,7614,2024-03-09,Durian Fruit,599,723
698,2951,2024-02-05,Brandy Cherry - Mcguinness,643,629
699,6401,2023-12-17,"Jam - Marmalade, Orange",965,118
700,4290,2024-01-20,Miso - Soy Bean Paste,669,203
701,2225,2024-06-23,"Chestnuts - Whole,canned",934,591
702,3021,2023-11-16,Carroway Seed,491,258
703,6493,2023-08-27,"Pork - Bacon, Double Smoked",857,777
704,3033,2024-04-28,Grapes - Black,783,326
705,1483,2024-03-24,Lighter - Bbq,843,80
706,2775,2023-12-22,Beer - Corona,176,777
707,6702,2024-05-22,Puree - Passion Fruit,304,130
708,2214,2024-01-29,Flour - Whole Wheat,475,586
709,8523,2023-10-31,Cheese - Asiago,76,198
710,5162,2023-10-17,Rye Special Old,240,731
711,6712,2023-10-16,Cheese - Shred Cheddar / Mozza,902,801
712,5645,2024-04-24,Nut - Pumpkin Seeds,373,973
713,7174,2023-11-01,Cheese - Fontina,561,744
714,4401,2024-03-08,Wine - Lamancha Do Crianza,173,607
715,8172,2024-04-18,Coffee - Cafe Moreno,292,60
716,4800,2023-09-23,Muffin - Banana Nut Individual,365,808
717,9636,2024-05-30,Yukon Jack,615,647
718,2712,2023-10-18,Pepper - Cubanelle,138,982
719,5207,2023-11-07,Wine - Prem Select Charddonany,578,367
720,8706,2024-04-03,Okra,916,449
721,5436,2023-08-02,Bread - Corn Muffaletta,989,21
722,2580,2023-12-17,Longos - Chicken Cordon Bleu,761,643
723,9524,2023-08-01,Muffin - Bran Ind Wrpd,612,630
724,3748,2023-10-25,Bread - Italian Roll With Herbs,865,915
725,3705,2023-10-24,"Sauce - Gravy, Au Jus, Mix",49,622
726,9562,2024-03-13,Sausage - Andouille,994,270
727,9162,2023-12-04,"Pasta - Rotini, Dry",947,285
728,8641,2023-12-10,Container - Foam Dixie 12 Oz,318,768
729,8461,2023-06-27,Goldschalger,797,567
730,8413,2024-02-09,Sprouts - Alfalfa,38,523
731,2303,2024-02-14,Clams - Canned,751,256
732,6263,2024-01-31,Chocolate - White,37,870
733,8229,2023-07-14,Longos - Grilled Veg Sandwiches,599,155
734,2148,2023-09-05,Creme De Cacao White,769,82
735,5895,2024-05-08,Wine - Red Oakridge Merlot,567,92
736,8317,2023-11-04,"Juice - Clamato, 341 Ml",428,513
737,5464,2024-01-10,Chips - Doritos,924,93
738,7611,2024-04-23,Pail For Lid 1537,200,477
739,1366,2023-10-24,Cookie Chocolate Chip With,117,726
740,2039,2023-12-05,"Asparagus - White, Fresh",934,712
741,1437,2024-01-07,Compound - Orange,494,59
742,4119,2023-08-05,Teriyaki Sauce,447,78
743,3981,2024-01-23,Juice - Ocean Spray Cranberry,340,144
744,8596,2024-03-06,"Rum - Dark, Bacardi, Black",84,598
745,5467,2023-11-24,Sauce - Soy Low Sodium - 3.87l,835,824
746,2071,2024-03-28,Muffin Hinge 117n,445,684
747,9128,2024-03-29,Triple Sec - Mcguinness,689,542
748,2217,2024-06-20,Shrimp - 150 - 250,159,15
749,6060,2023-08-23,Langers - Ruby Red Grapfruit,445,447
750,2862,2023-11-21,Beef - Bresaola,561,257
751,1914,2023-06-30,"Marjoram - Dried, Rubbed",853,287
752,5542,2024-01-04,Pasta - Cheese / Spinach Bauletti,854,66
753,5884,2023-07-21,Table Cloth 90x90 White,717,239
754,4444,2024-03-05,Port - 74 Brights,345,723
755,2514,2023-08-23,Pastry - Lemon Danish - Mini,309,497
756,9921,2023-11-14,Cheese - St. Paulin,772,982
757,4089,2024-05-01,"Yogurt - Peach, 175 Gr",755,992
758,7083,2023-07-09,Turkey - Oven Roast Breast,185,736
759,7564,2024-01-30,Bread - Flat Bread,456,963
760,7935,2023-12-17,"Beef - Rib Roast, Cap On",117,522
761,5542,2023-08-17,Wine - Prosecco Valdobienne,160,564
762,4729,2024-02-13,"Syrup - Monin, Swiss Choclate",92,30
763,4203,2023-09-25,Sloe Gin - Mcguinness,624,379
764,6264,2024-04-09,Island Oasis - Ice Cream Mix,812,607
765,8731,2024-05-26,Flour - Strong Pizza,114,769
766,2583,2024-01-30,"Capon - Breast, Double, Wing On",56,247
767,4058,2024-03-17,Rye Special Old,827,324
768,4336,2023-09-30,Heavy Duty Dust Pan,929,920
769,4929,2023-12-02,Beer - Mill St Organic,329,470
770,7748,2023-11-27,"Chicken - Base, Ultimate",543,66
771,3802,2024-02-21,Muffin - Carrot Individual Wrap,607,70
772,7061,2024-04-29,"Tabasco Sauce, 2 Oz",504,507
773,3983,2024-02-13,Pears - Anjou,178,40
774,4161,2023-07-31,Buffalo - Tenderloin,673,599
775,8662,2023-07-28,Beef - Montreal Smoked Brisket,967,164
776,3678,2024-03-09,Sobe - Tropical Energy,161,226
777,6660,2023-11-30,Puff Pastry - Slab,563,544
778,9043,2023-10-16,Pernod,479,870
779,6367,2023-07-01,Irish Cream - Baileys,164,176
780,2258,2023-12-10,"Bread - Sticks, Thin, Plain",469,234
781,9838,2024-06-04,Wine - Saint Emilion Calvet,204,875
782,5510,2024-05-08,Cookies - Fortune,869,10
783,2848,2023-12-25,Mustard - Dijon,410,44
784,1318,2024-02-01,Ice Cream Bar - Rolo Cone,114,740
785,8579,2023-12-06,Mcgillicuddy Vanilla Schnap,977,31
786,4609,2023-08-15,Sauce - Sesame Thai Dressing,409,73
787,5592,2024-04-24,Pears - Anjou,909,133
788,8786,2023-12-31,Macaroons - Two Bite Choc,108,339
789,3041,2024-04-30,Calaloo,309,998
790,9102,2023-11-01,"Wine - Harrow Estates, Vidal",113,90
791,5715,2024-02-21,"Turkey - Breast, Boneless Sk On",434,721
792,2258,2024-01-07,Rappini - Andy Boy,894,951
793,1973,2024-04-06,Beef - Eye Of Round,451,321
794,8637,2024-02-11,Blueberries,918,887
795,2496,2024-06-10,Bouq All Italian - Primerba,103,720
796,2505,2023-09-20,Soup Bowl Clear 8oz92008,690,729
797,7657,2024-06-05,"Plate - Foam, Bread And Butter",667,883
798,9228,2023-08-24,Tea - Herbal I Love Lemon,85,261
799,7248,2024-02-08,Juice - Apple 284ml,908,31
800,9049,2023-09-17,Goat - Leg,267,452
801,7696,2023-12-19,Tamarillo,427,354
802,9279,2024-05-23,"Tomatoes - Cherry, Yellow",994,306
803,9664,2023-09-11,"Soup - Beef Conomme, Dry",376,720
804,6367,2024-03-17,Puree - Strawberry,791,654
805,5603,2024-06-23,Muffin - Mix - Bran And Maple 15l,43,869
806,6732,2023-08-13,Sprouts - China Rose,776,541
807,7787,2024-06-23,Sauce - Vodka Blush,65,559
808,8662,2024-04-18,"Pork - Bacon, Sliced",853,937
809,7713,2023-06-27,"Fish - Base, Bouillion",24,751
810,3329,2023-11-04,"Plate - Foam, Bread And Butter",531,384
811,5895,2024-04-09,"Cookies - Oreo, 4 Pack",511,237
812,4769,2024-01-21,Chinese Foods - Chicken Wing,556,740
813,3749,2023-08-11,Sauce - Hollandaise,91,443
814,8601,2023-08-29,Peach - Halves,64,890
815,9594,2023-09-20,Truffle Cups - Red,278,14
816,4889,2024-02-15,V8 Splash Strawberry Kiwi,22,805
817,6059,2024-05-10,"Bread - Sticks, Thin, Plain",386,530
818,8609,2023-11-22,Veal - Inside,875,403
819,1206,2024-05-27,Miso Paste White,582,892
820,6850,2023-08-14,Sproutsmustard Cress,298,589
821,8398,2023-11-25,Carbonated Water - Blackberry,46,707
822,5343,2024-04-09,Langers - Mango Nectar,862,269
823,1155,2023-09-21,Wine - Ej Gallo Sonoma,564,424
824,4559,2024-05-18,Pastrami,507,56
825,6727,2024-06-16,Bok Choy - Baby,65,492
826,5160,2024-05-30,"Tuna - Canned, Flaked, Light",470,44
827,2346,2023-10-08,Jolt Cola,106,668
828,8327,2023-11-29,Dry Ice,167,226
829,2127,2024-01-23,Cumin - Whole,752,249
830,4024,2023-10-29,Smoked Tongue,349,192
831,9154,2024-06-16,Soup - Campbells - Tomato,348,222
832,4482,2023-07-23,Yucca,250,605
833,9513,2023-10-14,"Red Snapper - Fresh, Whole",920,489
834,3420,2024-04-05,Sun - Dried Tomatoes,310,135
835,7372,2024-03-20,"Soup - Campbells, Beef Barley",151,190
836,1701,2024-04-09,Carbonated Water - Wildberry,851,1
837,1194,2024-01-31,Smoked Tongue,67,349
838,6029,2024-01-17,"Wine - White, Concha Y Toro",411,741
839,8754,2023-09-20,Fib N9 - Prague Powder,545,669
840,3883,2024-02-04,Bay Leaf,316,285
841,2194,2024-03-19,Cheese - Taleggio D.o.p.,289,97
842,7106,2023-09-15,Pears - Fiorelle,960,31
843,4100,2024-01-24,"Cherries - Maraschino,jar",999,106
844,2225,2024-02-04,Pepper - Scotch Bonnet,926,254
845,3032,2023-10-18,"Soup - Beef, Base Mix",870,677
846,3048,2023-11-19,Coffee - Decaffeinato Coffee,621,915
847,2129,2023-09-04,Tomatoes - Roma,671,529
848,6877,2023-11-04,"Bar Mix - Pina Colada, 355 Ml",917,734
849,4336,2024-01-14,Momiji Oroshi Chili Sauce,822,747
850,9101,2023-12-02,Coffee - Hazelnut Cream,813,263
851,6174,2023-12-12,"Salmon - Atlantic, Fresh, Whole",827,289
852,4194,2024-03-31,Chocolate - Chips Compound,145,901
853,3718,2024-04-02,"Artichokes - Knobless, White",492,5
854,4120,2024-04-03,Pheasants - Whole,195,870
855,6212,2024-02-28,Ham - Cooked Bayonne Tinned,745,203
856,6220,2023-09-12,Wild Boar - Tenderloin,98,149
857,6580,2024-04-22,Table Cloth 54x54 White,857,384
858,3875,2024-02-02,Flower - Dish Garden,29,1
859,9113,2023-07-15,Juice - Lime,689,64
860,8874,2023-10-16,Longos - Grilled Chicken With,46,335
861,4442,2024-06-04,Island Oasis - Wildberry,560,960
862,8105,2023-12-01,Table Cloth 54x54 White,196,21
863,5783,2024-01-31,"Nut - Pecan, Pieces",853,444
864,8161,2024-06-17,Compound - Mocha,643,270
865,3250,2024-03-30,Muffin - Zero Transfat,416,136
866,2272,2024-03-31,Walkers Special Old Whiskey,380,443
867,1643,2023-12-05,"Veal - Inside Round / Top, Lean",287,777
868,1651,2024-03-23,Soup Campbells Mexicali Tortilla,607,137
869,3638,2023-06-27,Soup Campbells - Italian Wedding,47,592
870,4822,2024-04-07,Pasta - Cheese / Spinach Bauletti,697,72
871,9489,2024-06-06,Vinegar - Champagne,898,533
872,6950,2024-01-20,Chocolate - Dark Callets,125,857
873,9213,2024-04-19,Cookie Double Choco,648,650
874,6611,2023-09-17,"Wine - Red, Harrow Estates, Cab",927,353
875,1796,2024-04-29,"Placemat - Scallop, White",593,808
876,2652,2023-11-21,Soup - Campbells,465,9
877,6435,2023-08-08,Chicken - Whole Roasting,551,615
878,3428,2024-04-27,Momiji Oroshi Chili Sauce,166,308
879,5195,2024-03-05,Gatorade - Fruit Punch,598,204
880,9386,2024-01-30,Tray - 12in Rnd Blk,215,490
881,6981,2024-01-09,Chocolate - White,507,30
882,6334,2023-07-24,Munchies Honey Sweet Trail Mix,30,427
883,2931,2023-10-10,Campari,812,14
884,7824,2023-12-15,Beer - Rickards Red,114,858
885,2267,2023-12-01,"Lentils - Red, Dry",809,349
886,3422,2024-05-27,"Chicken - White Meat, No Tender",765,946
887,7014,2023-08-17,Bread Ww Cluster,898,286
888,3135,2023-10-05,"Beef - Bones, Marrow",624,36
889,8326,2023-09-07,"Veal - Round, Eye Of",494,257
890,4759,2024-03-03,"Chicken - Leg, Boneless",457,357
891,9785,2023-12-03,Tray - 12in Rnd Blk,451,243
892,9609,2023-10-28,"Coffee - Beans, Whole",591,221
893,2964,2023-11-19,Longos - Lasagna Beef,751,812
894,2315,2023-09-25,"Coke - Diet, 355 Ml",888,118
895,1463,2024-01-01,"Asparagus - Green, Fresh",959,104
896,3016,2024-03-10,Cookie Dough - Double,534,741
897,2396,2023-08-18,Wine - Cave Springs Dry Riesling,461,858
898,9955,2023-12-31,Godiva White Chocolate,426,55
899,8929,2023-09-18,Table Cloth 62x114 White,702,533
900,8482,2024-05-08,Pastry - Baked Cinnamon Stick,965,669
901,4153,2023-10-07,"Wine - Red, Mouton Cadet",120,534
902,9126,2023-07-30,Flour - Chickpea,615,539
903,2089,2023-08-29,Vodka - Moskovskaya,109,981
904,2754,2024-01-26,Skirt - 29 Foot,673,335
905,8532,2023-09-01,Puree - Raspberry,200,234
906,5161,2024-02-08,Dc - Frozen Momji,569,764
907,9150,2024-03-07,"Soup - Clam Chowder, Dry Mix",341,782
908,6603,2023-12-11,Appetizer - Asian Shrimp Roll,273,290
909,6082,2023-08-20,Flour - Semolina,468,741
910,5740,2024-06-02,Daikon Radish,992,608
911,2607,2023-08-04,"Juice - Grapefruit, 341 Ml",344,905
912,6544,2024-05-13,Steel Wool,910,859
913,2060,2024-05-03,Extract - Rum,302,344
914,5952,2023-10-16,"Chicken - Breast, 5 - 7 Oz",688,854
915,8889,2024-01-20,Dried Cranberries,150,256
916,2379,2024-04-19,Bar - Sweet And Salty Chocolate,687,432
917,3526,2023-08-23,Table Cloth 62x120 White,925,578
918,9474,2023-11-07,Arrowroot,917,948
919,5061,2023-12-22,Raisin - Golden,392,706
920,5446,2023-07-18,"Beef - Ox Tail, Frozen",268,99
921,6393,2024-03-04,Cheese - Pont Couvert,970,955
922,5447,2023-10-18,Eggplant - Regular,497,281
923,2475,2024-03-21,"Nestea - Ice Tea, Diet",266,561
924,4521,2024-05-03,Pork - Suckling Pig,345,2
925,2574,2024-05-31,Shrimp - Black Tiger 8 - 12,215,933
926,1504,2024-06-14,"Beets - Candy Cane, Organic",50,230
927,8877,2023-10-26,Wine - Winzer Krems Gruner,828,310
928,2491,2024-01-06,"Jam - Blackberry, 20 Ml Jar",242,239
929,8518,2024-05-17,"Pork - Back, Long Cut, Boneless",288,426
930,2905,2023-08-22,Rice Paper,624,540
931,9524,2023-10-06,Eggplant - Asian,224,735
932,1010,2024-02-18,"Soup - Campbells, Classic Chix",170,524
933,3265,2023-09-24,"Beef - Baby, Liver",398,960
934,8660,2023-09-12,Tray - 16in Rnd Blk,373,49
935,1111,2023-10-22,Pork Ham Prager,819,119
936,9041,2023-12-04,Apron,895,989
937,3403,2023-07-06,Plastic Wrap,513,272
938,8590,2023-10-04,"Pail - 15l White, With Handle",127,700
939,4920,2024-02-05,Jam - Apricot,224,789
940,5491,2023-08-29,Chips - Miss Vickies,250,521
941,8204,2024-06-17,Cinnamon - Stick,114,357
942,3421,2023-07-18,Sea Bass - Fillets,531,826
943,5035,2023-12-06,Appetizer - Escargot Puff,673,942
944,4405,2024-04-19,Cognac - Courvaisier,44,340
945,6501,2023-09-04,"Lobster - Tail, 3 - 4 Oz",568,854
946,3715,2024-03-30,Bread - Kimel Stick Poly,936,585
947,5013,2024-02-27,Soup Bowl Clear 8oz92008,181,639
948,1376,2024-03-20,Lamb Tenderloin Nz Fr,802,751
949,7413,2024-05-28,Muffin Batt - Carrot Spice,38,198
950,2140,2023-09-15,Danishes - Mini Raspberry,910,285
951,7282,2023-08-03,French Pastry - Mini Chocolate,84,633
952,1753,2024-06-15,Sage - Rubbed,147,146
953,3117,2023-07-29,Dc - Frozen Momji,835,677
954,9622,2024-01-10,Cookie Choc,648,281
